"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-messaging-4.10.2.jar",13,28,""
"axon-messaging-4.10.2.jar",14,12,""
"axon-messaging-4.10.2.jar",15,10,""
"axon-messaging-4.10.2.jar",16,8,""
"axon-messaging-4.10.2.jar",17,10,""
"axon-messaging-4.10.2.jar",18,9,""
"axon-messaging-4.10.2.jar",19,7,""
"axon-messaging-4.10.2.jar",20,5,""
"axon-messaging-4.10.2.jar",21,6,""
"axon-messaging-4.10.2.jar",22,3,""
"axon-messaging-4.10.2.jar",23,5,""
"axon-messaging-4.10.2.jar",24,3,""
"axon-messaging-4.10.2.jar",25,2,""
"axon-messaging-4.10.2.jar",26,2,""
"axon-messaging-4.10.2.jar",28,2,""
"axon-messaging-4.10.2.jar",30,1,""
"axon-messaging-4.10.2.jar",31,1,""
"axon-messaging-4.10.2.jar",32,1,""
"axon-messaging-4.10.2.jar",33,1,""
"axon-messaging-4.10.2.jar",34,1,""
"axon-messaging-4.10.2.jar",36,2,""
"axon-messaging-4.10.2.jar",44,1,""
"axon-messaging-4.10.2.jar",50,1,""
"axon-messaging-4.10.2.jar",62,1,""
"axon-messaging-4.10.2.jar",64,1,""
"axon-messaging-4.10.2.jar",77,1,""
"axon-modelling-4.10.2.jar",1,535,""
"axon-modelling-4.10.2.jar",2,159,""
"axon-modelling-4.10.2.jar",3,141,""
"axon-modelling-4.10.2.jar",4,58,""
"axon-modelling-4.10.2.jar",5,46,""
"axon-modelling-4.10.2.jar",6,44,""
"axon-modelling-4.10.2.jar",7,25,""
"axon-modelling-4.10.2.jar",8,10,""
"axon-modelling-4.10.2.jar",9,17,""
"axon-modelling-4.10.2.jar",10,8,""
"axon-modelling-4.10.2.jar",11,7,""
"axon-modelling-4.10.2.jar",12,2,""
"axon-modelling-4.10.2.jar",13,9,""
"axon-modelling-4.10.2.jar",14,4,""
"axon-modelling-4.10.2.jar",15,5,""
"axon-modelling-4.10.2.jar",16,2,""
"axon-modelling-4.10.2.jar",17,1,""
"axon-modelling-4.10.2.jar",19,2,""
"axon-modelling-4.10.2.jar",20,2,""
"axon-modelling-4.10.2.jar",21,1,""
"axon-modelling-4.10.2.jar",22,2,""
"axon-modelling-4.10.2.jar",24,1,""
"axon-modelling-4.10.2.jar",26,1,""
"axon-modelling-4.10.2.jar",38,1,""
"axon-server-connector-4.10.2.jar",1,541,""
"axon-server-connector-4.10.2.jar",2,197,""
"axon-server-connector-4.10.2.jar",3,138,""
"axon-server-connector-4.10.2.jar",4,68,""
"axon-server-connector-4.10.2.jar",5,43,""
"axon-server-connector-4.10.2.jar",6,26,""
"axon-server-connector-4.10.2.jar",7,19,""
"axon-server-connector-4.10.2.jar",8,20,""
"axon-server-connector-4.10.2.jar",9,12,""
"axon-server-connector-4.10.2.jar",10,14,""
"axon-server-connector-4.10.2.jar",11,10,""
"axon-server-connector-4.10.2.jar",12,9,""
"axon-server-connector-4.10.2.jar",13,6,""
"axon-server-connector-4.10.2.jar",14,1,""
"axon-server-connector-4.10.2.jar",15,5,""
"axon-server-connector-4.10.2.jar",16,3,""
"axon-server-connector-4.10.2.jar",17,6,""
"axon-server-connector-4.10.2.jar",19,4,""
"axon-server-connector-4.10.2.jar",20,2,""
"axon-server-connector-4.10.2.jar",21,2,""
"axon-server-connector-4.10.2.jar",24,3,""
"axon-server-connector-4.10.2.jar",27,1,""
"axon-server-connector-4.10.2.jar",28,1,""
"axon-server-connector-4.10.2.jar",34,1,""
"axon-server-connector-4.10.2.jar",40,1,""
"axon-server-connector-4.10.2.jar",41,1,""
"axon-spring-boot-autoconfigure-4.10.2.jar",1,222,""
"axon-spring-boot-autoconfigure-4.10.2.jar",2,91,""
"axon-spring-boot-autoconfigure-4.10.2.jar",3,18,""
"axon-spring-boot-autoconfigure-4.10.2.jar",4,19,""
"axon-spring-boot-autoconfigure-4.10.2.jar",5,12,""
"axon-spring-boot-autoconfigure-4.10.2.jar",6,11,""
"axon-spring-boot-autoconfigure-4.10.2.jar",7,11,""
"axon-spring-boot-autoconfigure-4.10.2.jar",8,8,""
"axon-spring-boot-autoconfigure-4.10.2.jar",9,4,""
"axon-spring-boot-autoconfigure-4.10.2.jar",10,3,""
"axon-spring-boot-autoconfigure-4.10.2.jar",11,3,""
"axon-spring-boot-autoconfigure-4.10.2.jar",19,1,""
"axon-spring-boot-autoconfigure-4.10.2.jar",22,2,""
"axon-spring-boot-autoconfigure-4.10.2.jar",23,1,""
"axon-spring-boot-autoconfigure-4.10.2.jar",34,1,""
"axon-test-4.10.2.jar",1,280,""
"axon-test-4.10.2.jar",2,171,""
"axon-test-4.10.2.jar",3,65,""
"axon-test-4.10.2.jar",4,49,""
"axon-test-4.10.2.jar",5,24,""
"axon-test-4.10.2.jar",6,18,""
"axon-test-4.10.2.jar",7,20,""
"axon-test-4.10.2.jar",8,11,""
"axon-test-4.10.2.jar",9,10,""
"axon-test-4.10.2.jar",10,4,""
"axon-test-4.10.2.jar",11,9,""
"axon-test-4.10.2.jar",12,9,""
"axon-test-4.10.2.jar",13,4,""
"axon-test-4.10.2.jar",14,2,""
"axon-test-4.10.2.jar",15,3,""
"axon-test-4.10.2.jar",16,4,""
"axon-test-4.10.2.jar",17,4,""
"axon-test-4.10.2.jar",18,3,""
"axon-test-4.10.2.jar",20,1,""
"axon-test-4.10.2.jar",21,1,""
"axon-test-4.10.2.jar",22,1,""
"axon-test-4.10.2.jar",23,1,""
"axon-test-4.10.2.jar",24,1,""
"axon-test-4.10.2.jar",26,1,""
"axon-test-4.10.2.jar",29,1,""
"axon-test-4.10.2.jar",31,1,""
"axon-test-4.10.2.jar",45,1,""
"axon-tracing-opentelemetry-4.10.2.jar",1,16,""
"axon-tracing-opentelemetry-4.10.2.jar",2,4,""
"axon-tracing-opentelemetry-4.10.2.jar",3,10,""
"axon-tracing-opentelemetry-4.10.2.jar",4,7,""
"axon-tracing-opentelemetry-4.10.2.jar",5,2,""
"axon-tracing-opentelemetry-4.10.2.jar",6,3,""
"axon-tracing-opentelemetry-4.10.2.jar",7,2,""
"axon-tracing-opentelemetry-4.10.2.jar",9,1,""
"axon-tracing-opentelemetry-4.10.2.jar",12,1,""
