"externalPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_package_usage_spread.cypher"
"com.github.kagkarlsson.scheduler.task.helper",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"com.google.gson",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.8.2",""
"com.lmax.disruptor",1,1,1,1,1,1,0,100,100,100,100,0,7,7,7,7,7,0,31.81818181818182,31.81818181818182,31.81818181818182,31.81818181818182,0,"axon-disruptor-4.8.2",""
"com.lmax.disruptor.dsl",1,1,1,1,1,1,0,100,100,100,100,0,4,4,4,4,4,0,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,0,"axon-disruptor-4.8.2",""
"com.thoughtworks.xstream",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,4,4,4,4,4,0,0.5249343832020997,0.5249343832020997,0.5249343832020997,0.5249343832020997,0,"axon-messaging-4.8.2",""
"com.thoughtworks.xstream.converters",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.39370078740157477,0.39370078740157477,0.39370078740157477,0.39370078740157477,0,"axon-messaging-4.8.2",""
"com.thoughtworks.xstream.converters.collections",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.39370078740157477,0.39370078740157477,0.39370078740157477,0.39370078740157477,0,"axon-messaging-4.8.2",""
"com.thoughtworks.xstream.io",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,4,4,4,4,4,0,0.5249343832020997,0.5249343832020997,0.5249343832020997,0.5249343832020997,0,"axon-messaging-4.8.2",""
"com.thoughtworks.xstream.io.xml",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"com.thoughtworks.xstream.mapper",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,4,4,4,4,4,0,0.5249343832020997,0.5249343832020997,0.5249343832020997,0.5249343832020997,0,"axon-messaging-4.8.2",""
"jakarta.validation",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"javax.cache",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,1,1,1,1,1,0,0.13123359580052493,0.13123359580052493,0.13123359580052493,0.13123359580052493,0,"axon-messaging-4.8.2",""
"javax.cache.configuration",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"javax.cache.event",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,1,1,1,1,1,0,0.13123359580052493,0.13123359580052493,0.13123359580052493,0.13123359580052493,0,"axon-messaging-4.8.2",""
"javax.validation",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"javax.xml.stream",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,1,1,1,1,1,0,0.13123359580052493,0.13123359580052493,0.13123359580052493,0.13123359580052493,0,"axon-messaging-4.8.2",""
"net.sf.ehcache",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"net.sf.ehcache.event",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"nu.xom",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.39370078740157477,0.39370078740157477,0.39370078740157477,0.39370078740157477,0,"axon-messaging-4.8.2",""
"org.dom4j",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.39370078740157477,0.39370078740157477,0.39370078740157477,0.39370078740157477,0,"axon-messaging-4.8.2",""
"org.dom4j.io",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,1,1,1,1,1,0,0.13123359580052493,0.13123359580052493,0.13123359580052493,0.13123359580052493,0,"axon-messaging-4.8.2",""
"org.ehcache.config",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,1,1,1,1,1,0,0.13123359580052493,0.13123359580052493,0.13123359580052493,0.13123359580052493,0,"axon-messaging-4.8.2",""
"org.ehcache.core",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,1,1,1,1,1,0,0.13123359580052493,0.13123359580052493,0.13123359580052493,0.13123359580052493,0,"axon-messaging-4.8.2",""
"org.ehcache.event",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.39370078740157477,0.39370078740157477,0.39370078740157477,0.39370078740157477,0,"axon-messaging-4.8.2",""
"org.hamcrest",1,5,5,5,5,5,0,62.5,62.5,62.5,62.5,0,27,27,27,27,27,0,31.034482758620687,31.034482758620687,31.034482758620687,31.034482758620687,0,"axon-test-4.8.2",""
"org.jobrunr.jobs",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"org.jobrunr.scheduling",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,4,4,4,4,4,0,0.5249343832020997,0.5249343832020997,0.5249343832020997,0.5249343832020997,0,"axon-messaging-4.8.2",""
"org.junit.jupiter.api",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.8.2",""
"org.junit.jupiter.api.extension",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.8.2",""
"org.junit.rules",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.8.2",""
"org.junit.runner",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.8.2",""
"org.junit.runners.model",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,2,2,2,2,2,0,2.2988505747126435,2.2988505747126435,2.2988505747126435,2.2988505747126435,0,"axon-test-4.8.2",""
"org.quartz",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,9,9,9,9,9,0,1.1811023622047243,1.1811023622047243,1.1811023622047243,1.1811023622047243,0,"axon-messaging-4.8.2",""
"org.quartz.impl.matchers",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,1,1,1,1,1,0,0.13123359580052493,0.13123359580052493,0.13123359580052493,0.13123359580052493,0,"axon-messaging-4.8.2",""
"org.reactivestreams",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,13,13,13,13,13,0,1.7060367454068242,1.7060367454068242,1.7060367454068242,1.7060367454068242,0,"axon-messaging-4.8.2",""
"org.testcontainers.containers",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,3,3,3,3,3,0,3.4482758620689653,3.4482758620689653,3.4482758620689653,3.4482758620689653,0,"axon-test-4.8.2",""
"org.testcontainers.containers.wait.strategy",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,3,3,3,3,3,0,3.4482758620689653,3.4482758620689653,3.4482758620689653,3.4482758620689653,0,"axon-test-4.8.2",""
"org.testcontainers.utility",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,3,3,3,3,3,0,3.4482758620689653,3.4482758620689653,3.4482758620689653,3.4482758620689653,0,"axon-test-4.8.2",""
"reactor.core",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,1,1,1,1,1,0,0.13123359580052493,0.13123359580052493,0.13123359580052493,0.13123359580052493,0,"axon-messaging-4.8.2",""
"reactor.core.publisher",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,18,18,18,18,18,0,2.3622047244094486,2.3622047244094486,2.3622047244094486,2.3622047244094486,0,"axon-messaging-4.8.2",""
"reactor.util.concurrent",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
"reactor.util.context",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.26246719160104987,0,"axon-messaging-4.8.2",""
