"pom.artifactId","pom.name","scope","dependency.optional","dependentArtifact.group","dependentArtifact.name","Source Cypher File: External_Dependencies/Maven_POMs_and_their_declared_dependencies.cypher"
"axon-eventsourcing","Axon Framework - Event Sourcing","test",false,"com.fasterxml.jackson.datatype","jackson-datatype-jsr310",""
"axon-eventsourcing","Axon Framework - Event Sourcing","test",false,"org.springframework.security","spring-security-config",""
"axon-eventsourcing","Axon Framework - Event Sourcing","default",true,"javax.annotation","javax.annotation-api",""
"axon-messaging","Axon Framework - Messaging","test",false,"javax.el","javax.el-api",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.springframework","spring-orm",""
"axon-messaging","Axon Framework - Messaging","default",true,"javax.validation","validation-api",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.hibernate","hibernate-validator",""
"axon-messaging","Axon Framework - Messaging","default",true,"io.projectreactor","reactor-core",""
"axon-messaging","Axon Framework - Messaging","default",true,"xom","xom",""
"axon-messaging","Axon Framework - Messaging","default",true,"net.sf.ehcache","ehcache",""
"axon-messaging","Axon Framework - Messaging","test",false,"com.fasterxml.jackson.dataformat","jackson-dataformat-cbor",""
"axon-messaging","Axon Framework - Messaging","default",true,"org.ehcache","ehcache",""
"axon-messaging","Axon Framework - Messaging","test",false,"com.fasterxml.jackson.module","jackson-module-parameter-names",""
"axon-messaging","Axon Framework - Messaging","default",true,"jakarta.persistence","jakarta.persistence-api",""
"axon-messaging","Axon Framework - Messaging","default",true,"javax.cache","cache-api",""
"axon-messaging","Axon Framework - Messaging","default",true,"com.fasterxml.jackson.datatype","jackson-datatype-jsr310",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.hamcrest","hamcrest",""
"axon-messaging","Axon Framework - Messaging","default",true,"org.quartz-scheduler","quartz",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.springframework","spring-tx",""
"axon-messaging","Axon Framework - Messaging","test",false,"commons-io","commons-io",""
"axon-messaging","Axon Framework - Messaging","default",true,"javax.persistence","javax.persistence-api",""
"axon-messaging","Axon Framework - Messaging","default",false,"org.reactivestreams","reactive-streams",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.awaitility","awaitility",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.springframework","spring-test",""
"axon-messaging","Axon Framework - Messaging","default",true,"org.jobrunr","jobrunr",""
"axon-messaging","Axon Framework - Messaging","default",true,"com.fasterxml.jackson.core","jackson-databind",""
"axon-messaging","Axon Framework - Messaging","default",true,"org.dom4j","dom4j",""
"axon-messaging","Axon Framework - Messaging","default",false,"org.slf4j","slf4j-api",""
"axon-messaging","Axon Framework - Messaging","test",false,"com.google.code.gson","gson",""
"axon-messaging","Axon Framework - Messaging","default",false,"com.thoughtworks.xstream","xstream",""
"axon-messaging","Axon Framework - Messaging","test",false,"io.projectreactor","reactor-test",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.springframework.security","spring-security-config",""
"axon-messaging","Axon Framework - Messaging","test",false,"javax.inject","javax.inject",""
"axon-messaging","Axon Framework - Messaging","default",true,"com.github.kagkarlsson","db-scheduler",""
"axon-messaging","Axon Framework - Messaging","default",true,"jakarta.validation","jakarta.validation-api",""
"axon-messaging","Axon Framework - Messaging","default",true,"org.hibernate","hibernate-core",""
"axon-messaging","Axon Framework - Messaging","provided",false,"com.google.code.findbugs","jsr305",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.hsqldb","hsqldb",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.glassfish.web","el-impl",""
"axon-messaging","Axon Framework - Messaging","test",false,"org.springframework","spring-context-support",""
"axon-modelling","Axon Framework - Modelling","test",false,"javax.el","javax.el-api",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.hibernate","hibernate-validator",""
"axon-modelling","Axon Framework - Modelling","default",true,"javax.persistence","javax.persistence-api",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.springframework","spring-orm",""
"axon-modelling","Axon Framework - Modelling","default",true,"com.fasterxml.jackson.core","jackson-databind",""
"axon-modelling","Axon Framework - Modelling","default",true,"org.ehcache","ehcache",""
"axon-modelling","Axon Framework - Modelling","provided",false,"com.google.code.findbugs","jsr305",""
"axon-modelling","Axon Framework - Modelling","default",false,"${project.groupId}","axon-messaging",""
"axon-modelling","Axon Framework - Modelling","test",false,"${project.groupId}","axon-messaging",""
"axon-modelling","Axon Framework - Modelling","default",true,"net.sf.ehcache","ehcache",""
"axon-modelling","Axon Framework - Modelling","default",true,"javax.cache","cache-api",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.springframework","spring-test",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.hibernate","hibernate-core",""
"axon-modelling","Axon Framework - Modelling","test",true,"javax.inject","javax.inject",""
"axon-modelling","Axon Framework - Modelling","default",true,"javax.validation","validation-api",""
"axon-modelling","Axon Framework - Modelling","test",false,"com.mysql","mysql-connector-j",""
"axon-modelling","Axon Framework - Modelling","default",true,"org.quartz-scheduler","quartz",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.springframework","spring-context-support",""
"axon-modelling","Axon Framework - Modelling","default",true,"jakarta.persistence","jakarta.persistence-api",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.springframework.security","spring-security-config",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.springframework","spring-tx",""
"axon-modelling","Axon Framework - Modelling","default",false,"org.slf4j","slf4j-api",""
"axon-modelling","Axon Framework - Modelling","test",true,"com.fasterxml.jackson.datatype","jackson-datatype-jsr310",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.hsqldb","hsqldb",""
"axon-modelling","Axon Framework - Modelling","test",false,"c3p0","c3p0",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.postgresql","postgresql",""
"axon-modelling","Axon Framework - Modelling","test",false,"org.glassfish.web","el-impl",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"com.fasterxml.jackson.dataformat","jackson-dataformat-cbor",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"org.testcontainers","junit-jupiter",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"org.axonframework","axon-messaging",""
"axon-server-connector","Axon Framework - Axon Server Connector","default",true,"org.springframework.boot","spring-boot-configuration-processor",""
"axon-server-connector","Axon Framework - Axon Server Connector","default",true,"org.springframework","spring-context",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"io.projectreactor","reactor-test",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"org.awaitility","awaitility",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"com.fasterxml.jackson.datatype","jackson-datatype-jsr310",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"com.fasterxml.jackson.core","jackson-databind",""
"axon-server-connector","Axon Framework - Axon Server Connector","default",true,"org.axonframework","axon-configuration",""
"axon-server-connector","Axon Framework - Axon Server Connector","default",true,"io.projectreactor","reactor-core",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"org.axonframework","axon-test",""
"axon-server-connector","Axon Framework - Axon Server Connector","default",true,"org.springframework.boot","spring-boot-starter",""
"axon-server-connector","Axon Framework - Axon Server Connector","default",false,"io.axoniq","axonserver-connector-java",""
"axon-server-connector","Axon Framework - Axon Server Connector","test",false,"org.testcontainers","testcontainers",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"javax.persistence","javax.persistence-api",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"javax.annotation","javax.annotation-api",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"jakarta.annotation","jakarta.annotation-api",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"com.fasterxml.jackson.dataformat","jackson-dataformat-cbor",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",false,"org.axonframework","axon-server-connector",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.axonframework","axon-spring-boot3-dummy",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","test",false,"com.fasterxml.jackson.datatype","jackson-datatype-jsr310",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.springframework.boot","spring-boot-starter",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.axonframework","axon-metrics",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","test",true,"io.projectreactor","reactor-core",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.springframework.boot","spring-boot-starter-data-jpa",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.springframework.boot","spring-boot-configuration-processor",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","test",false,"org.awaitility","awaitility",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.springframework.boot","spring-boot-autoconfigure-processor",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","test",false,"org.springframework.boot","spring-boot-starter-test",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"com.fasterxml.jackson.core","jackson-databind",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","test",false,"com.lmax","disruptor",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"com.thoughtworks.xstream","xstream",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.axonframework","axon-test",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.jobrunr","jobrunr",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.springframework.boot","spring-boot-actuator",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.axonframework","axon-micrometer",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","test",false,"org.hsqldb","hsqldb",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",false,"org.axonframework","axon-spring",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","test",false,"org.springframework","spring-orm",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"com.github.kagkarlsson","db-scheduler",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"jakarta.persistence","jakarta.persistence-api",""
"axon-spring-boot-autoconfigure","Axon Framework - Spring Boot Support","default",true,"org.axonframework","axon-tracing-opentelemetry",""
"axon-test","Axon Framework - Test Fixtures","default",false,"${project.groupId}","axon-eventsourcing",""
"axon-test","Axon Framework - Test Fixtures","default",true,"junit","junit",""
"axon-test","Axon Framework - Test Fixtures","default",true,"com.google.code.gson","gson",""
"axon-test","Axon Framework - Test Fixtures","test",false,"javax.inject","javax.inject",""
"axon-test","Axon Framework - Test Fixtures","default",false,"org.junit.jupiter","junit-jupiter",""
"axon-test","Axon Framework - Test Fixtures","test",false,"jakarta.persistence","jakarta.persistence-api",""
"axon-test","Axon Framework - Test Fixtures","provided",false,"com.google.code.findbugs","jsr305",""
"axon-test","Axon Framework - Test Fixtures","default",true,"org.testcontainers","testcontainers",""
"axon-test","Axon Framework - Test Fixtures","default",true,"org.hamcrest","hamcrest",""
"axon-test","Axon Framework - Test Fixtures","default",true,"org.hamcrest","hamcrest-library",""
"axon-test","Axon Framework - Test Fixtures","test",false,"org.springframework","spring-beans",""
"axon-tracing-opentelemetry","Axon Framework - OpenTelemetry Tracing","default",false,"io.opentelemetry","opentelemetry-api",""
"axon-tracing-opentelemetry","Axon Framework - OpenTelemetry Tracing","provided",false,"com.google.code.findbugs","jsr305",""
"axon-tracing-opentelemetry","Axon Framework - OpenTelemetry Tracing","default",false,"${project.groupId}","axon-messaging",""
"axon-tracing-opentelemetry","Axon Framework - OpenTelemetry Tracing","default",false,"${project.groupId}","axon-configuration",""
