"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-messaging-4.10.0.jar",15,9,""
"axon-messaging-4.10.0.jar",16,8,""
"axon-messaging-4.10.0.jar",17,10,""
"axon-messaging-4.10.0.jar",18,9,""
"axon-messaging-4.10.0.jar",19,6,""
"axon-messaging-4.10.0.jar",20,5,""
"axon-messaging-4.10.0.jar",21,7,""
"axon-messaging-4.10.0.jar",22,2,""
"axon-messaging-4.10.0.jar",23,5,""
"axon-messaging-4.10.0.jar",24,3,""
"axon-messaging-4.10.0.jar",25,2,""
"axon-messaging-4.10.0.jar",26,2,""
"axon-messaging-4.10.0.jar",28,2,""
"axon-messaging-4.10.0.jar",30,1,""
"axon-messaging-4.10.0.jar",31,1,""
"axon-messaging-4.10.0.jar",32,1,""
"axon-messaging-4.10.0.jar",33,1,""
"axon-messaging-4.10.0.jar",34,1,""
"axon-messaging-4.10.0.jar",36,2,""
"axon-messaging-4.10.0.jar",44,1,""
"axon-messaging-4.10.0.jar",50,1,""
"axon-messaging-4.10.0.jar",62,1,""
"axon-messaging-4.10.0.jar",64,1,""
"axon-messaging-4.10.0.jar",77,1,""
"axon-modelling-4.10.0.jar",1,532,""
"axon-modelling-4.10.0.jar",2,158,""
"axon-modelling-4.10.0.jar",3,141,""
"axon-modelling-4.10.0.jar",4,57,""
"axon-modelling-4.10.0.jar",5,45,""
"axon-modelling-4.10.0.jar",6,45,""
"axon-modelling-4.10.0.jar",7,24,""
"axon-modelling-4.10.0.jar",8,10,""
"axon-modelling-4.10.0.jar",9,17,""
"axon-modelling-4.10.0.jar",10,8,""
"axon-modelling-4.10.0.jar",11,8,""
"axon-modelling-4.10.0.jar",12,2,""
"axon-modelling-4.10.0.jar",13,9,""
"axon-modelling-4.10.0.jar",14,3,""
"axon-modelling-4.10.0.jar",15,5,""
"axon-modelling-4.10.0.jar",16,2,""
"axon-modelling-4.10.0.jar",17,2,""
"axon-modelling-4.10.0.jar",19,1,""
"axon-modelling-4.10.0.jar",20,2,""
"axon-modelling-4.10.0.jar",21,1,""
"axon-modelling-4.10.0.jar",22,2,""
"axon-modelling-4.10.0.jar",24,1,""
"axon-modelling-4.10.0.jar",26,1,""
"axon-modelling-4.10.0.jar",38,1,""
"axon-server-connector-4.10.0.jar",1,529,""
"axon-server-connector-4.10.0.jar",2,193,""
"axon-server-connector-4.10.0.jar",3,137,""
"axon-server-connector-4.10.0.jar",4,67,""
"axon-server-connector-4.10.0.jar",5,42,""
"axon-server-connector-4.10.0.jar",6,28,""
"axon-server-connector-4.10.0.jar",7,19,""
"axon-server-connector-4.10.0.jar",8,17,""
"axon-server-connector-4.10.0.jar",9,11,""
"axon-server-connector-4.10.0.jar",10,13,""
"axon-server-connector-4.10.0.jar",11,10,""
"axon-server-connector-4.10.0.jar",12,9,""
"axon-server-connector-4.10.0.jar",13,6,""
"axon-server-connector-4.10.0.jar",14,1,""
"axon-server-connector-4.10.0.jar",15,5,""
"axon-server-connector-4.10.0.jar",16,3,""
"axon-server-connector-4.10.0.jar",17,6,""
"axon-server-connector-4.10.0.jar",18,1,""
"axon-server-connector-4.10.0.jar",19,4,""
"axon-server-connector-4.10.0.jar",20,2,""
"axon-server-connector-4.10.0.jar",21,1,""
"axon-server-connector-4.10.0.jar",24,3,""
"axon-server-connector-4.10.0.jar",25,1,""
"axon-server-connector-4.10.0.jar",28,1,""
"axon-server-connector-4.10.0.jar",33,1,""
"axon-server-connector-4.10.0.jar",40,2,""
"axon-spring-boot-autoconfigure-4.10.0.jar",1,219,""
"axon-spring-boot-autoconfigure-4.10.0.jar",2,92,""
"axon-spring-boot-autoconfigure-4.10.0.jar",3,18,""
"axon-spring-boot-autoconfigure-4.10.0.jar",4,20,""
"axon-spring-boot-autoconfigure-4.10.0.jar",5,13,""
"axon-spring-boot-autoconfigure-4.10.0.jar",6,9,""
"axon-spring-boot-autoconfigure-4.10.0.jar",7,11,""
"axon-spring-boot-autoconfigure-4.10.0.jar",8,8,""
"axon-spring-boot-autoconfigure-4.10.0.jar",9,4,""
"axon-spring-boot-autoconfigure-4.10.0.jar",10,3,""
"axon-spring-boot-autoconfigure-4.10.0.jar",11,3,""
"axon-spring-boot-autoconfigure-4.10.0.jar",19,1,""
"axon-spring-boot-autoconfigure-4.10.0.jar",20,1,""
"axon-spring-boot-autoconfigure-4.10.0.jar",22,1,""
"axon-spring-boot-autoconfigure-4.10.0.jar",23,1,""
"axon-spring-boot-autoconfigure-4.10.0.jar",34,1,""
"axon-test-4.10.0.jar",1,281,""
"axon-test-4.10.0.jar",2,171,""
"axon-test-4.10.0.jar",3,65,""
"axon-test-4.10.0.jar",4,49,""
"axon-test-4.10.0.jar",5,24,""
"axon-test-4.10.0.jar",6,18,""
"axon-test-4.10.0.jar",7,20,""
"axon-test-4.10.0.jar",8,11,""
"axon-test-4.10.0.jar",9,10,""
"axon-test-4.10.0.jar",10,4,""
"axon-test-4.10.0.jar",11,9,""
"axon-test-4.10.0.jar",12,9,""
"axon-test-4.10.0.jar",13,4,""
"axon-test-4.10.0.jar",14,3,""
"axon-test-4.10.0.jar",15,3,""
"axon-test-4.10.0.jar",16,4,""
"axon-test-4.10.0.jar",17,3,""
"axon-test-4.10.0.jar",18,3,""
"axon-test-4.10.0.jar",20,1,""
"axon-test-4.10.0.jar",21,1,""
"axon-test-4.10.0.jar",22,1,""
"axon-test-4.10.0.jar",23,1,""
"axon-test-4.10.0.jar",24,1,""
"axon-test-4.10.0.jar",26,1,""
"axon-test-4.10.0.jar",29,1,""
"axon-test-4.10.0.jar",31,1,""
"axon-test-4.10.0.jar",45,1,""
"axon-tracing-opentelemetry-4.10.0.jar",1,16,""
"axon-tracing-opentelemetry-4.10.0.jar",2,4,""
"axon-tracing-opentelemetry-4.10.0.jar",3,10,""
"axon-tracing-opentelemetry-4.10.0.jar",4,7,""
"axon-tracing-opentelemetry-4.10.0.jar",5,2,""
"axon-tracing-opentelemetry-4.10.0.jar",6,3,""
"axon-tracing-opentelemetry-4.10.0.jar",7,2,""
"axon-tracing-opentelemetry-4.10.0.jar",9,1,""
"axon-tracing-opentelemetry-4.10.0.jar",12,1,""
