"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"javax.annotation",76,342,374,1729,114,1436,"Nonnull,Nullable,PreDestroy",""
"org.slf4j",66,141,253,713,114,1436,"Logger,LoggerFactory",""
"com.fasterxml",15,33,89,199,114,1436,"JsonTypeInfo,JsonTypeInfo$Id,JsonProperty,JsonGetter,JsonCreator,JsonIgnore,JsonTypeInfo$As,JsonNodeType,JsonNode",""
"javax.persistence",15,27,82,311,114,1436,"EntityManager,TypedQuery,MappedSuperclass,Basic,GeneratedValue,Id,Column,Lob,Index",""
"jakarta.persistence",10,25,73,299,114,1436,"EntityManager,TypedQuery,Basic,MappedSuperclass,GeneratedValue,Id,Lob,Column,Embedded",""
"io.axoniq",9,67,197,973,114,1436,"NodeInfo$Builder,NodeInfo,ErrorMessage,ErrorMessage$Builder,AxonServerConnectionFactory,AxonServerConnectionFactory$Builder,ServerAddress,AxonServerConnection,ContextConnection",""
"org.springframework",8,53,249,531,114,1436,"ConfigurationProperties,Status,SimpleStatusAggregator,AbstractHealthIndicator,Health$Builder,ImportBeanDefinitionRegistrar,AnnotationMetadata,Order,AutoConfigurationPackages",""
"io.grpc",5,18,61,126,114,1436,"StreamObserver,SslContextBuilder,GrpcSslContexts,ManagedChannelBuilder,Channel,MethodDescriptor,ClientInterceptor,Metadata$Key,Metadata$AsciiMarshaller",""
"org.hamcrest",5,27,59,370,114,1436,"Description,StringDescription,CoreMatchers,Matcher,BaseMatcher,TypeSafeMatcher,Matchers",""
"reactor.core",5,28,53,203,114,1436,"Flux,Mono,Signal,FluxSink,Disposable,Sinks$EmitResult,Sinks$Many,EmitterProcessor,Sinks$MulticastReplaySpec",""
"com.google",4,9,12,18,114,1436,"ByteString,Strings,JsonElement,JsonObject,JsonParser,JsonArray",""
"com.github",3,7,21,107,114,1436,"ExecutionContext,Task,TaskWithDataDescriptor,SchedulerState,TaskInstance,Scheduler,Tasks$OneTimeTaskBuilder,ScheduledExecution,TaskInstanceId",""
"com.thoughtworks",3,10,33,121,114,1436,"UnmarshallingContext,CollectionConverter,MarshallingContext,HierarchicalStreamReader,Mapper,HierarchicalStreamWriter,MapConverter,CannotResolveClassException,XStream",""
"org.jobrunr",3,5,7,34,114,1436,"JobScheduler,JobBuilder",""
"org.axonframework",2,7,17,59,114,1436,"SpringUtils,SpringAxonConfiguration,SpringParameterResolverFactoryBean,SpringResourceInjector,SpringConfigurer,SpringSagaLookup,HandlerDefinitionFactoryBean,MessageHandlerLookup,SpringAggregateLookup",""
"org.junit",2,4,8,14,114,1436,"Statement,TestRule,Description,ExtensionContext,BeforeEachCallback,AfterEachCallback,Assertions",""
"org.quartz",2,9,36,187,114,1436,"SchedulerContext,JobExecutionContext,JobKey,Scheduler,Trigger,Job,JobExecutionException,JobDetail,JobDataMap",""
"com.lmax",1,7,14,46,114,1436,"RingBuffer,Disruptor,EventHandlerGroup,WaitStrategy,ProducerType,BlockingWaitStrategy,EventHandler,ExceptionHandler,LifecycleAware",""
"io.micrometer",1,1,2,6,114,1436,"SimpleMeterRegistry,MeterRegistry",""
"io.opentelemetry",1,5,21,74,114,1436,"TextMapGetter,TextMapSetter,SpanContext,Span,SpanBuilder,Scope,StatusCode,ContextPropagators,TextMapPropagator",""
"jakarta.validation",1,2,5,15,114,1436,"Validator,ConstraintViolation,Validation,ValidatorFactory",""
"javax.cache",1,2,12,48,114,1436,"CacheEntryListenerConfiguration,Cache,CacheEntryExpiredListener,CacheEntryRemovedListener,CacheEntryUpdatedListener,CacheEntryEvent,CacheEntryEventFilter,CacheEntryListenerException,CacheEntryCreatedListener",""
"javax.validation",1,2,5,15,114,1436,"ValidatorFactory,ConstraintViolation,Validator,Validation",""
"net.sf",1,2,8,54,114,1436,"CacheEventListener,Ehcache,RegisteredEventListeners,Element,CacheException",""
"nu.xom",1,3,5,15,114,1436,"ParsingException,Builder,Document",""
"org.dom4j",1,3,4,14,114,1436,"Document,STAXEventReader",""
"org.ehcache",1,3,10,45,114,1436,"EventType,CacheEvent,CacheEventListener,Ehcache,EventOrdering,CacheRuntimeConfiguration,EventFiring",""
"org.testcontainers",1,3,13,42,114,1436,"Wait,GenericContainer,DockerImageName,HttpWaitStrategy,MountableFile,ContainerLaunchException",""
